id,user_id,created,updated,place_id,status,type
76896,417,2021-11-08 10:48:16+00:00,2022-08-02 23:35:30+00:00,59897,Inactive,2 for 1 on specific menu items
76898,417,2021-11-08 10:48:17+00:00,2022-08-02 23:35:30+00:00,59897,Inactive,2 for 1 on specific menu items
76912,417,2021-11-08 10:48:19+00:00,2022-08-02 23:35:30+00:00,59897,Inactive,2 for 1 on specific menu items
76928,417,2021-11-08 10:48:21+00:00,2022-08-02 23:35:30+00:00,59897,Inactive,2 for 1 on specific menu items
76931,417,2021-11-08 10:48:21+00:00,2022-08-02 23:35:30+00:00,59897,Inactive,2 for 1 on specific menu items
76936,417,2021-11-08 10:48:22+00:00,2022-08-02 23:35:30+00:00,59897,Inactive,2 for 1 on specific menu items
76951,417,2021-11-08 10:48:25+00:00,2022-08-02 23:35:30+00:00,59897,Inactive,2 for 1 on specific menu items
76952,417,2021-11-08 10:48:24+00:00,2022-08-02 23:35:30+00:00,59897,Inactive,2 for 1 on specific menu items
76953,417,2021-11-08 10:48:25+00:00,2022-08-02 23:35:30+00:00,59897,Inactive,2 for 1 on specific menu items
76962,417,2021-11-08 10:48:27+00:00,2022-08-02 23:35:30+00:00,59897,Inactive,2 for 1 on specific menu items
76966,417,2021-11-08 10:48:27+00:00,2022-08-02 23:36:10+00:00,59897,Inactive,2 for 1 on specific menu items
76997,417,2021-11-08 10:48:29+00:00,2022-08-02 23:36:10+00:00,59897,Inactive,2 for 1 on specific menu items
77000,417,2021-11-08 10:48:30+00:00,2022-08-02 23:36:10+00:00,59897,Inactive,2 for 1 on specific menu items
77013,417,2021-11-08 10:48:31+00:00,2022-08-02 23:36:10+00:00,59897,Inactive,2 for 1 on specific menu items
77023,417,2021-11-08 10:48:32+00:00,2022-08-02 23:36:10+00:00,59897,Inactive,2 for 1 on specific menu items
77043,417,2021-11-08 10:48:34+00:00,2022-08-02 23:36:10+00:00,59897,Inactive,2 for 1 on specific menu items
77052,417,2021-11-08 10:48:35+00:00,2022-08-02 23:36:10+00:00,59897,Inactive,2 for 1 on specific menu items
77054,417,2021-11-08 10:49:07+00:00,2022-08-02 23:36:10+00:00,59897,Inactive,2 for 1 on specific menu items
77055,417,2021-11-08 10:49:07+00:00,2022-08-02 23:36:10+00:00,59897,Inactive,2 for 1 on specific menu items
77057,417,2021-11-08 10:49:08+00:00,2022-08-02 23:36:10+00:00,59897,Inactive,2 for 1 on specific menu items
77058,417,2021-11-08 10:49:08+00:00,2022-08-02 23:36:49+00:00,59897,Inactive,2 for 1 on specific menu items
77062,417,2021-11-08 10:49:09+00:00,2022-08-02 23:36:49+00:00,59897,Inactive,2 for 1 on specific menu items
77063,417,2021-11-08 10:49:09+00:00,2022-08-02 23:36:49+00:00,59897,Inactive,2 for 1 on specific menu items
77064,417,2021-11-08 10:49:09+00:00,2022-08-02 23:36:49+00:00,59897,Inactive,2 for 1 on specific menu items
77065,417,2021-11-08 10:49:09+00:00,2022-08-02 23:36:49+00:00,59897,Inactive,2 for 1 on specific menu items
77069,417,2021-11-08 10:49:09+00:00,2022-08-02 23:36:49+00:00,59897,Inactive,2 for 1 on specific menu items
77072,417,2021-11-08 10:49:12+00:00,2022-08-02 23:36:49+00:00,59897,Inactive,2 for 1 on specific menu items
77074,417,2021-11-08 10:49:14+00:00,2022-08-02 23:36:49+00:00,59897,Inactive,2 for 1 on specific menu items
77076,417,2021-11-08 10:49:16+00:00,2022-08-02 23:36:49+00:00,59897,Inactive,2 for 1 on specific menu items
77078,417,2021-11-08 10:49:18+00:00,2022-08-02 23:36:49+00:00,59897,Inactive,2 for 1 on specific menu items
77080,417,2021-11-08 10:49:21+00:00,2022-08-02 23:37:27+00:00,59897,Inactive,2 for 1 on specific menu items
77132,417,2021-11-10 00:00:06+00:00,2022-08-02 23:37:27+00:00,59897,Inactive,2 for 1 on specific menu items
77133,417,2021-11-10 00:00:06+00:00,2022-08-02 23:37:27+00:00,59897,Inactive,2 for 1 on specific menu items
